feature_set,n_features,parameter_count,best_epoch,val_loss,val_r2_joint,test_r2_u,test_r2_v,test_r2_joint,test_rmse,test_mae,linear_test_r2_joint,linear_test_rmse
core_6,6,433538,12,0.03801552007388424,0.12850630839880717,0.12734533902056788,0.1274503641836796,0.12739785160212375,0.19468220192490404,0.1433051275918311,0.12231688360909693,0.19525023742205133
full_9,9,435074,9,0.038007452692444196,0.12867982496746355,0.1273511402505958,0.12660723401891916,0.12697918713475748,0.19472768358178708,0.14333019611731804,0.12231688360909693,0.19525023742205133
