feature_set,n_features,parameter_count,best_epoch,val_loss,val_r2_joint,test_r2_u,test_r2_v,test_r2_joint,test_rmse,test_mae,linear_test_r2_joint,linear_test_rmse
core_6,6,433538,12,0.03801810087941285,0.12845119175778774,0.1271794286771767,0.12736886150904858,0.12727414509311263,0.19469612211186688,0.14331699393081085,0.12231688360909693,0.19525023742205133
full_9,9,435074,9,0.038009347953030605,0.1286406131796023,0.1275696144543479,0.12644799578421217,0.12700880511928003,0.19472383940692556,0.14333082060192504,0.12231688360909693,0.19525023742205133
